业务细分,2026-01_APE,2026-01_件数,2026-02_APE,2026-02_件数,2026-03_APE,2026-03_件数,2026-04_APE,2026-04_件数,2026-05_APE,2026-05_件数,2026-06_APE,2026-06_件数,2026-07_APE,2026-07_件数,2026-08_APE,2026-08_件数,2026-09_APE,2026-09_件数,2026-10_APE,2026-10_件数,2026-11_APE,2026-11_件数,2026-12_APE,2026-12_件数,合计_APE,合计_件数
天领业务,6761792.7,29,10518447.56,27,6294167.0,15,16601975.18,36,6022561.25,37,17112774.9,38,4471856.609999999,18,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,67783575.19999999,200
成事家办,1344687.6,5,390000.0,2,468000.0,2,1692600.0,6,2607000.0,14,477000.0,2,741000.0,3,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,7720287.6,34
BK业务,18259800.0,25,93940080.0,67,58699680.0,42,27222000.0,30,21703560.060000002,16,6240000.0,13,5070000.0,8,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,231135120.06,201
同行经代,41794437.58,36,5672311.2,15,5928994.8,22,15044168.18,48,25229007.32,59,25593843.0,78,14719849.8,61,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,133982611.87999998,319
永明经代,45962575.2,101,20312450.92,65,13530549.9,53,28835640.0,67,10849140.0,29,12472925.52,40,21438880.799999997,57,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,153402162.34,412
合伙转介业务,580185.84,5,897000.0,2,335546.92999999993,6,1755000.0,5,574297.8,4,0.0,0,368668.6,6,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,4510699.169999999,28
ICLUB业务,2078000.0,2,12000000.0,2,499200.08,3,0.0,0,5827612.0,4,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,20404812.08,11
IFA业务,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
合计,116781478.92,203,143730289.68,180,85756138.71,143,91151383.36,192,72813178.43,163,61896543.42,171,46810255.809999995,153,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,618939268.3299999,1205
