业务细分,2026W01_APE,2026W01_件数,2026W02_APE,2026W02_件数,2026W03_APE,2026W03_件数,2026W04_APE,2026W04_件数,2026W05_APE,2026W05_件数,2026W06_APE,2026W06_件数,2026W07_APE,2026W07_件数,2026W08_APE,2026W08_件数,2026W09_APE,2026W09_件数,2026W10_APE,2026W10_件数,2026W11_APE,2026W11_件数,2026W12_APE,2026W12_件数,2026W13_APE,2026W13_件数,2026W14_APE,2026W14_件数,2026W15_APE,2026W15_件数,2026W16_APE,2026W16_件数,2026W17_APE,2026W17_件数,2026W18_APE,2026W18_件数,2026W19_APE,2026W19_件数,2026W20_APE,2026W20_件数,2026W21_APE,2026W21_件数,2026W22_APE,2026W22_件数,2026W23_APE,2026W23_件数,2026W24_APE,2026W24_件数,2026W25_APE,2026W25_件数,2026W26_APE,2026W26_件数,2026W27_APE,2026W27_件数,2026W28_APE,2026W28_件数,2026W29_APE,2026W29_件数
天领业务,156000.0,1,1170011.7,8,2695939.56,9,2301000.0,5,5326508.0,4,3702000.0,7,624000.0,3,78000.0,1,129987.0,3,954167.0,3,4095000.0,5,6560971.0,14,2234700.0,7,0.0,0,3182124.88,12,4352400.0,10,693600.0,5,1481127.65,19,7043400.0,14,9097093.2,9,2565084.5999999996,12,1277417.7,7,1170000.0,4,741000.0,3,3258496.8,9,743456.61,6,5482000.0,6,858000.0,4,1148815.2,8
成事家办,867000.0,4,0.0,0,156000.0,2,0.0,0,390000.0,1,0.0,0,0.0,0,0.0,0,0.0,0,234000.0,1,0.0,0,78000.0,1,0.0,0,594600.0,3,1220879.4,4,816000.0,7,0.0,0,0.0,0,2235000.0,7,0.0,0,0.0,0,429000.0,3,0.0,0,0.0,0,390000.0,1,0.0,0,234000.0,1,0.0,0,34460.4,1
BK业务,2340000.0,3,3694080.0,4,6034080.0,6,1794000.0,4,4290000.0,6,3073200.0,2,0.0,0,0.0,0,2340000.0,5,5460000.0,4,4290000.0,8,2730000.0,5,0.0,0,5226000.0,7,390000.0,1,1716000.0,4,1170000.0,1,390000.0,1,1014000.0,2,780000.0,1,3510000.0,5,1170000.0,1,3354000.0,7,780000.0,2,3970200.0,7,780000.0,1,5460000.0,9,2730000.0,4,5850000.0,10
同行经代,234000.0,1,952504.8,4,3975000.0,5,1014811.2,5,780000.0,4,1173600.0,3,1482000.0,3,1485600.0,5,1263990.0,7,1956490.46,10,4259400.0,10,6724849.62,19,1310940.0,6,1949364.3,12,4872214.2,20,14286140.0,19,2168678.74,9,5123700.0,13,6935792.78,26,5296914.000000001,21,10710780.0,29,4834590.08,18,9866835.0,22,9354600.0,14,7024499.4,27,9966448.8,25,8366196.0,25,12593917.040000001,36,22646200.0,51
永明经代,2920000.0,7,5435755.2,18,4326300.0,13,4327500.0,15,5409060.0,15,4586400.0,15,624000.0,2,5440209.9,15,2145600.0,10,7842840.0,25,7088340.0,16,6188340.0,19,1805700.0,7,4905300.0,10,3502500.0,7,5580734.4,12,1458000.0,5,4780058.4,10,4869903.0,9,5863669.2,16,4143300.0,11,3037200.0,9,5107852.2,15,5917326.12,19,7567290.449999999,23,2628904.5,10,3034870.2,12,3982500.0,8,5137756.2,17
合伙转介业务,0.0,0,0.0,0,0.0,0,436800.0,2,0.0,0,0.0,0,0.0,0,79800.0,1,0.0,0,764946.53,5,78000.0,1,1121000.4,3,0.0,0,30091.8,2,0.0,0,0.0,0,390000.0,1,0.0,0,44748.6,2,0.0,0,0.0,0,0.0,0,78000.0,1,0.0,0,3997720.0,4,0.0,0,253999.19999999998,3,0.0,0,4355.0,2
ICLUB业务,0.0,0,2390000.0,2,0.0,0,0.0,0,12000000.0,2,109200.08,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1800000.0,1,18813.6,1,0.0,0,0.0,0,0.0,0,4000000.0,1,0.0,0,8798.4,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
IFA业务,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
合计,6517000.0,16,13642351.7,36,17187319.56,35,9874111.2,31,28195568.0,32,12644400.08,29,2730000.0,8,7083609.9,22,5879577.0,25,17212443.99,48,19810740.0,40,25203161.02,62,5370153.6,21,12705356.1,34,13167718.48,44,26751274.4,52,9880278.74,22,11774886.05,43,22151642.78,61,21037676.4,47,20929164.6,57,10748207.78,38,19576687.2,49,16792926.12,38,26208206.65,71,14118809.91,42,22831065.4,56,20164417.04,52,34821586.8,89
