业务细分,2026W01_APE,2026W01_件数,2026W02_APE,2026W02_件数,2026W03_APE,2026W03_件数,2026W04_APE,2026W04_件数,2026W05_APE,2026W05_件数,2026W06_APE,2026W06_件数,2026W07_APE,2026W07_件数,2026W08_APE,2026W08_件数,2026W09_APE,2026W09_件数,2026W10_APE,2026W10_件数,2026W11_APE,2026W11_件数,2026W12_APE,2026W12_件数,2026W13_APE,2026W13_件数,2026W14_APE,2026W14_件数,2026W15_APE,2026W15_件数,2026W16_APE,2026W16_件数,2026W17_APE,2026W17_件数,2026W18_APE,2026W18_件数,2026W19_APE,2026W19_件数,2026W20_APE,2026W20_件数,2026W21_APE,2026W21_件数,2026W22_APE,2026W22_件数,2026W23_APE,2026W23_件数,2026W24_APE,2026W24_件数,2026W25_APE,2026W25_件数,2026W26_APE,2026W26_件数,2026W27_APE,2026W27_件数,2026W28_APE,2026W28_件数,2026W29_APE,2026W29_件数
天领业务,195000.0,1,0.0,0,2021951.26,15,2741000.0,7,5287508.0,4,2755000.0,3,234000.0,1,2936000.0,8,78000.0,1,780000.0,1,4360154.0,8,2964000.0,9,4415971.0,11,1326000.0,2,1870124.88,8,5325100.0,13,943200.0,4,319800.0,4,6104445.05,21,3020682.6,13,10428233.4,9,1809362.0999999999,16,468000.0,1,1014000.0,5,2244496.8,5,1718456.6099999999,10,624000.0,2,5950000.0,6,803400.0,6
成事家办,399000.0,1,468000.0,3,78000.0,1,78000.0,1,0.0,0,0.0,0,390000.0,1,0.0,0,0.0,0,0.0,0,0.0,0,312000.0,2,0.0,0,132600.0,1,245879.4,2,1437000.0,4,234000.0,3,582000.0,4,1248000.0,4,588000.0,2,399000.0,1,234000.0,1,78000.0,1,117000.0,1,390000.0,1,0.0,0,0.0,0,234000.0,1,34460.4,1
BK业务,780000.0,1,3694080.0,3,5254080.0,5,2730000.0,6,2184000.0,4,5803200.0,5,390000.0,1,0.0,0,1950000.0,4,1950000.0,2,4680000.0,4,2730000.0,5,3510000.0,6,156000.0,1,4290000.0,4,1950000.0,4,546000.0,2,2340000.0,4,1170000.0,2,1014000.0,2,2340000.0,2,1170000.0,3,2964000.0,6,2340000.0,4,3190200.0,5,3120000.0,6,2340000.0,3,4290000.0,7,3510000.0,6
同行经代,156000.0,1,234000.0,1,1108504.8,6,1089811.2,5,3978000.0,5,1115400.0,4,604200.0,1,1797600.0,6,1263990.0,5,1443000.0,5,2796890.46,12,8854849.620000001,22,2248940.0,9,1014000.0,8,4952457.9,13,3638670.5999999996,20,12509868.74,18,1815100.0,4,6734622.38,23,5871824.400000001,23,12837240.0,37,5135190.08,17,3442335.0,12,11038800.0,20,10550099.4,24,8472748.8,26,5426496.0,18,8185500.0,24,21657307.04,49
永明经代,1014000.0,2,3445855.2,10,4234500.0,13,4901800.0,17,7398060.0,19,3096000.0,12,2045400.0,5,2643609.9,15,858000.0,3,6787140.0,23,5996940.0,17,10184640.0,25,3857400.0,11,3953700.0,6,2764800.0,10,5765100.0,10,2235300.0,4,4188000.0,8,5022775.800000001,9,4321920.0,16,6845269.2,17,3188100.0,10,5106352.2,14,4451526.12,14,9664590.45,29,2248504.5,11,2236960.2,9,4608210.0,11,2430000.0,8
合伙转介业务,89809.2,1,0.0,0,0.0,0,0.0,0,436800.0,2,0.0,0,0.0,0,0.0,0,79800.0,1,120929.64,2,644016.89,3,1199000.4,4,0.0,0,14905.8,1,15186.0,1,0.0,0,390000.0,1,0.0,0,44748.6,2,0.0,0,0.0,0,0.0,0,78000.0,1,0.0,0,97720.0,3,3900000.0,1,253999.19999999998,3,0.0,0,1988.0,1
ICLUB业务,0.0,0,2390000.0,2,0.0,0,0.0,0,12000000.0,2,0.0,0,109200.08,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1800000.0,1,0.0,0,0.0,0,18813.6,1,0.0,0,4000000.0,1,8798.4,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
IFA业务,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
合计,2633809.2,7,10231935.2,19,12697036.06,40,11540611.2,36,31284368.0,36,12769600.0,24,3772800.08,11,7377209.9,29,4229790.0,14,11081069.64,33,18478001.35,44,26244490.02,67,15832311.0,38,6597205.8,19,14138448.18,38,18134684.2,52,16858368.740000002,32,13244900.0,25,20333390.23,62,14816427.000000002,56,32849742.6,66,11536652.18,47,12136687.2,35,18961326.12,44,26137106.65,67,19459709.91,54,10881455.4,35,23267710.0,49,28437155.439999998,71
