KA,天领业务,成事家办,BK业务,同行经代,永明经代,合伙转介业务,ICLUB业务,IFA业务,合计
天誉国际(MGA),0,0,0,19,0,0,0,0,19
天誉国际,0,0,0,8,0,0,0,0,8
唯思,0,0,0,5,0,0,0,0,5
天领重庆,5,0,0,0,0,0,0,0,5
企鹅保险,0,0,0,0,3,0,0,0,3
民生银行,0,0,3,0,0,0,0,0,3
紫荆保险,0,0,0,0,3,0,0,0,3
万城保险,0,0,0,0,2,0,0,0,2
臻略财富,0,0,0,0,2,0,0,0,2
万森保险,0,0,0,0,1,0,0,0,1
平安银行,0,0,1,0,0,0,0,0,1
总部职能,0,0,0,0,0,1,0,0,1
武汉贴牌,1,0,0,0,0,0,0,0,1
龙腾财富,0,0,0,0,1,0,0,0,1
合计,6,0,4,32,12,1,0,0,55
