保司,天领业务,成事家办,BK业务,同行经代,永明经代,合伙转介业务,ICLUB业务,IFA业务,合计
永明,18,4,35,44,52,5,0,0,158
安盛,0,0,0,58,0,0,0,0,58
立桥,4,0,1,10,0,0,0,0,15
万通,0,0,0,13,0,0,0,0,13
太平洋,0,0,0,10,0,0,0,0,10
友邦,0,0,0,0,0,2,0,0,2
永明金融有限公司,0,0,2,0,0,0,0,0,2
澳门中国人寿,2,0,0,0,0,0,0,0,2
合计,24,4,38,135,52,7,0,0,260
