保司,天领业务,成事家办,BK业务,同行经代,永明经代,合伙转介业务,ICLUB业务,IFA业务,合计
永明,540415.2,0.0,2340000.0,6555910.0,4162756.2,2367.0,0.0,0.0,13601448.399999999
安盛,0.0,0.0,0.0,6119700.0,0.0,0.0,0.0,0.0,6119700.0
立桥,195000.0,0.0,0.0,117000.0,0.0,0.0,0.0,0.0,312000.0
合计,735415.2,0.0,2340000.0,12792610.0,4162756.2,2367.0,0.0,0.0,20033148.4
